epoch,acc,loss,mean_squared_error,val_acc,val_loss,val_mean_squared_error
0,0.16923077060626104,2.3089906252347507,0.08972407304323636,0.21333333353201547,2.218191146850586,0.08751194675763448
1,0.20500000034059798,2.180017811911447,0.086726932653359,0.2233333388964335,2.122772534688314,0.0852120245496432
2,0.23416666686534882,2.113684674104055,0.08470951331158479,0.20666666825612387,2.0888371070226035,0.0841943050424258
3,0.24538461863994598,2.062068517391498,0.0831437145288174,0.226666659116745,2.0584164460500083,0.08348091940085094
4,0.23307692087613618,2.0469424907977762,0.08321037487341808,0.20666666328907013,2.0365907351175943,0.08248341083526611
5,0.2599999989782061,2.005004116467067,0.08141943705933434,0.22333332896232605,2.024371941884359,0.08195746193329494
6,0.2753846106620935,1.9665704323695257,0.08025024372797745,0.2600000003973643,2.012664318084717,0.08175011972586314
7,0.25461538250629717,2.001645124875582,0.08185595331283715,0.24666666984558105,2.0116144816080728,0.08164038260777791
8,0.2815384612633632,1.9551345018240123,0.08018733904911922,0.23666666944821677,1.9877891937891643,0.08073688050111134
9,0.2792307665714851,1.9678749121152437,0.08066327296770535,0.2633333404858907,1.996792157491048,0.08140384157498677
10,0.3000000012772424,1.9168726376124792,0.07938016525336675,0.26333333055178326,1.9918248256047566,0.08059934029976527
11,0.28833333154519397,1.9106252491474152,0.07886415099104245,0.2600000003973643,2.0028576453526816,0.08111943552891414
12,0.28461538369839007,1.91007949755742,0.0788107353907365,0.2733333309491475,1.9670884609222412,0.080376702050368
13,0.3085714280605316,1.8840411390577043,0.07848206694637026,0.26333333055178326,2.004583954811096,0.08085041989882787
14,0.30846154116667235,1.8795470732908983,0.07811121642589569,0.26333333055178326,1.929549018541972,0.07964799801508586
15,0.3084615354354565,1.8689603438744178,0.07778513718109864,0.273333340883255,1.9096360603968303,0.078322338561217
16,0.334615381864401,1.8464809564443736,0.07710901074684583,0.2600000003973643,1.9328232208887737,0.07970398912827174
17,0.3246153868161715,1.8454002692149236,0.07709110012421241,0.3033333420753479,1.9105250040690105,0.07790482044219971
18,0.304285717861993,1.8753225122179304,0.0780395439692906,0.2466666599114736,1.9282015959421794,0.07891787091890971
19,0.3315384594293741,1.8627945643204908,0.07728710885231312,0.25999999046325684,1.957682450612386,0.07982700318098068
20,0.32230769441677976,1.8343724379172692,0.07674077669015297,0.2900000015894572,1.9426957368850708,0.07911624014377594
21,0.3299999993581038,1.8293438324561486,0.07633217939963707,0.29999999205271405,1.9056263367335002,0.07880245894193649
22,0.3566666667660077,1.7858643233776093,0.07534532373150189,0.27666666110356647,1.9380521376927693,0.07946434617042542
23,0.3221428564616612,1.8295998913901192,0.07663813978433609,0.28333332141240436,1.9626027743021648,0.07902534554402034
24,0.32230769670926607,1.8257318093226507,0.07657073953976998,0.26333333055178326,1.9323687156041462,0.07899780074755351
25,0.33846153433506304,1.7753350551311786,0.07524086191104008,0.32999999324480694,1.9225378036499023,0.07755651821692784
26,0.33923077354064357,1.7734666237464318,0.07505440826599415,0.27666666110356647,1.9102876981099446,0.07891398419936498
27,0.34307692830379194,1.8164288997650146,0.07582888981470695,0.263333335518837,1.8951630592346191,0.0780765066544215
28,0.3514285683631897,1.8111890724727087,0.07633458077907562,0.2700000007947286,1.8822996616363525,0.07801993439594905
29,0.3684615401121286,1.7565283225132868,0.07408603223470542,0.28333332141240436,1.8731744289398193,0.07798203080892563
30,0.3446153814976032,1.7932372459998498,0.07544866605446889,0.2733333309491475,1.8870270252227783,0.07734128087759018
31,0.37384615265406096,1.740747910279494,0.0738023416354106,0.3100000023841858,1.8556264241536458,0.07582920044660568
32,0.36153846291395336,1.7551086315741906,0.07386493682861328,0.27666666110356647,1.8775839805603027,0.07781493912140529
33,0.3549999977861132,1.7901515109198434,0.07562717688935143,0.3100000023841858,1.891029993693034,0.07851553459962209
34,0.3684615332346696,1.7436868227445161,0.07361549884080887,0.33666667342185974,1.8278945287068684,0.07597529391447704
35,0.3661538500052232,1.748303743509146,0.07433048693033364,0.2966666618982951,1.8506089448928833,0.07651636749505997
36,0.3684615378196423,1.7334424899174616,0.07367763496362247,0.36000000437100727,1.8971625169118245,0.07651796688636144
37,0.3692307678552774,1.7385850319495568,0.07407337369827124,0.2666666607062022,1.9174881378809612,0.07964566598335902
38,0.36692306857842666,1.7259995478850145,0.07346597084632286,0.29333333174387616,1.8898805777231853,0.07813012103239696
39,0.36769230778400713,1.7182208758134108,0.07318545877933502,0.3166666626930237,1.8500219980875652,0.07723952333132426
40,0.37461539185964143,1.695061784524184,0.07271472364664078,0.2933333416779836,1.8787967363993328,0.07697559396425883
41,0.36153846291395336,1.7313657723940337,0.07340446916910318,0.35333332419395447,1.7986028989156086,0.07575250168641408
42,0.38500000323568073,1.6970981018883842,0.07257843336888722,0.2900000015894572,1.8723882834116619,0.07654207944869995
43,0.3891666655739148,1.680639773607254,0.07193661232789357,0.3100000023841858,1.9639785687128704,0.07870617508888245
44,0.37615384505345273,1.7194021481734056,0.07323223467056568,0.3633333245913188,1.8235424359639485,0.07504913210868835
45,0.3792857144560133,1.6909782545907157,0.07256008471761431,0.3000000019868215,1.8364117940266926,0.07664408534765244
46,0.3899999948648306,1.6937180207325861,0.07254126839912854,0.34333333373069763,1.8575909932454426,0.07672127832969029
47,0.3915384572285872,1.687729001045227,0.07254413515329361,0.3466666638851166,1.7980504830678303,0.07453849663337071
48,0.3953846119917356,1.6789604883927565,0.07161202912147228,0.350000003973643,1.8231621980667114,0.07451112320025761
49,0.37461538498218244,1.6856049666037927,0.07241631929691021,0.3333333432674408,1.8256951967875164,0.07537939896186192
50,0.39999999744551523,1.6611047301973616,0.07133200126034873,0.3099999924500783,1.7525283495585124,0.07467450946569443
51,0.3953846188691946,1.6476946427271917,0.07103715665065326,0.32999999324480694,1.823876182238261,0.07483246674140294
52,0.39769230897610003,1.671540801341717,0.07156299111934808,0.32333333293596905,1.8703120549519856,0.0767311876018842
53,0.393846149627979,1.6437541704911451,0.07073153841954011,0.3399999936421712,1.9198183218638103,0.07754150281349818
54,0.38846153708604664,1.6762681007385254,0.07218919751735833,0.3566666543483734,1.7668408552805583,0.0740098978082339
55,0.40461538388178897,1.6334588344280536,0.07057419935098061,0.4066666563351949,1.7671758731206257,0.0727042704820633
